***** Saludos usuario, has buscado la palabra 'Pregunta' en los archivos ../resources/prueba.txt ../resources/VIVE-TU-SUEÑO.txt  *****
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7363 --> debes es
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7407 --> rás Y
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7420 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7425 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7493 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7548 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7560 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7601 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7632 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7652 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7769 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7835 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7900 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7911 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7916 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7921 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7928 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7929 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7969 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7978 --> una final
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7982 --> una omplicada.
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7984 --> esta  tien
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7986 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7998 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8042 --> la no_word
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8064 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8130 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8198 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8211 -->  p si
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8265 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8279 -->  P RESPONDIDA
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8281 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8293 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8331 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8338 --> dos mportantes:
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8372 --> siempre no_word
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8374 --> que é
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8375 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8400 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8469 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8537 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8539 --> p de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8541 --> LA no_word
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8548 --> la de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8550 --> Buford Mientras
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8567 --> a  de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8574 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8640 --> las no_word
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8643 --> la particular
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8647 --> los cada
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8648 --> diez de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8649 --> no_word nuevamente
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8655 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8657 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8659 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8661 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8662 --> La del
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8664 --> La del
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8666 --> La del
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8668 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8670 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8693 --> s p Cuantas
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8704 --> diez que
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8705 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8705 --> La del
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8706 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8706 --> La del
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8707 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8707 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8708 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8708 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8709 --> La del
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8709 --> La de
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8716 --> a como
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8752 --> DIEZ QUE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8753 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8753 --> LA DEL
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8754 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8754 --> LA DEL
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8755 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8755 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8756 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8756 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8757 --> LA DEL
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8757 --> LA DE
Buscador: 3 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8764 --> A COMO

***** Saludos usuario, has buscado la palabra 'Precio' en los archivos ../resources/prueba.txt ../resources/VIVE-TU-SUEÑO.txt  *****
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 53 --> no_word de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 265 --> el  qu
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 470 --> el no_word
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 618 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 1022 --> el por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 2616 --> p rá
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 4696 --> su Cuando
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5024 --> ni no_word
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5204 --> mostrar por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5207 --> muestras por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5660 --> p de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5671 --> el  d
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5679 --> un por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5693 --> P DE
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5713 --> un por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5724 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5789 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5815 --> un por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5824 --> el que
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5839 --> hay que
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5843 --> p que
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5848 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5850 --> el que
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5856 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5864 --> el Los
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5867 --> EL BRÁ
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5873 --> un Pero
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5876 --> el pezó
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5913 --> ning� Para
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5914 --> el es
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5926 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5936 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5945 --> EL RÁ
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5947 --> su y
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5975 --> el El
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5978 --> EL BRÁ
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5984 --> el una
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5988 --> otro por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5993 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5999 --> u� es
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6006 --> no_word QUE
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6014 --> EL DE
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6036 --> el Cuanto
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6037 --> el no_word
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6043 --> su no
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6044 --> cualquier  par
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6047 --> son no_word
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6054 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6085 --> ese bién.
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6109 --> los que
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6125 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6141 --> EL DE
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6190 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6205 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6228 --> un que
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6258 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6260 --> EL DEL
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6322 --> el por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6325 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6354 --> el ntonces,
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6375 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6377 --> el no
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6394 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6421 --> p aunque
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6429 --> EL no_word
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6448 --> unos p son
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6631 --> un Era
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6635 --> ning� ría
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6703 --> el no_word
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7930 --> un excesivamente
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8141 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8618 --> el del
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8666 --> el no_word
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8680 --> no_word por
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8721 --> el de
Buscador: 1 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 8769 --> EL DE

***** Saludos usuario, has buscado la palabra 'Guerra' en los archivos ../resources/prueba.txt ../resources/VIVE-TU-SUEÑO.txt  *****
Buscador: 2 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 2064 --> Segunda undial,
Buscador: 2 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 2072 --> la no_word
Buscador: 2 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 4489 --> Segunda Mundial
Buscador: 2 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5512 --> g estadounidense
Buscador: 2 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5528 --> de y
Buscador: 2 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 5951 --> de que
Buscador: 2 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 6701 --> G ivil,
Buscador: 2 Hilo: 1 Archivo: ../resources/VIVE-TU-SUEÑO.txt Linea: 7696 --> La de

